Keyword,Volume,KD,CPC,Opportunity Score,Difficulty,Intent,Primary Category,Cities,Long-Tail,Live Market,Tier,Word Count,Content Tier,Relevant,Relevance Note,Data Source
apartments in jacksonville fl southside,590,0,3.71,590.0,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Submarket,Semrush
apartments in jacksonville fl on southside blvd,880,0,3.71,880.0,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,8,Long Tail,Yes,Submarket,Semrush
southside apartments,1300,0,1.40,1300.0,Very Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T2,2,Long Tail,Yes,Submarket,Semrush
1 bedroom apartments jacksonville fl,880,0,3.20,880.0,Very Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
3 bedroom apartments jacksonville fl,720,0,3.31,720.0,Very Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
best apartments in jacksonville fl,880,0,2.54,880.0,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Best-of keyword,Semrush
new apartments in jacksonville fl,590,0,2.22,590.0,Very Easy,Commercial,Property / Renter Type,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,New construction,Semrush
apartments in baymeadows jacksonville,880,0,2.24,880.0,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Adjacent submarket,Semrush
apartments for rent in jacksonville fl,1600,0,1.45,1600.0,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Local intent,Semrush
southside jacksonville,590,0,0.87,590.0,Very Easy,Informational,General / Other,Jacksonville,No,Yes,T2,2,Informational,Yes,Submarket info,Semrush
apartments with dive in theater jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Unique amenity (poolside movies),Generated (Research)
apartments with spin studio jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Spin studio differentiator,Generated (Research)
apartments with fire lounge jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Fire lounge differentiator,Generated (Research)
lakeside apartments jacksonville southside,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Lakeside setting,Generated (Research)
apartments with cabanas jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Pool cabana keyword,Generated (Research)
apartments with crown molding jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Interior feature,Generated (Research)
apartments with cyber desk jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,WFH amenity,Generated (Research)
apartments near st johns town center jacksonville,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Shopping proximity,Generated (Research)
apartments near mayo clinic jacksonville,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Employer proximity,Generated (Research)
apartments near gate parkway jacksonville,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Corridor keyword,Generated (Research)
apartments near johnson and johnson jacksonville,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Employer proximity,Generated (Research)
apartments near unf jacksonville,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,University proximity,Generated (Research)
apartments near deerwood park jacksonville,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Business park proximity,Generated (Research)
pet friendly apartments jacksonville southside,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Pet + submarket,Generated (Research)
apartments with bark park jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Pet amenity,Generated (Research)
apartments with pet wash station jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Pet amenity,Generated (Research)
newly renovated apartments jacksonville southside,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Renovation + submarket,Generated (Research)
gate parkway apartments jacksonville,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Corridor keyword,Generated (Research)
apartments 32216 jacksonville,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Zip code search,Generated (Research)
2 bedroom apartments jacksonville southside,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Bedroom + submarket,Generated (Research)
citigate floor plans,0,0,0.0,0.0,Very Easy,Navigational,Branded,Jacksonville,Yes,Yes,T2,3,Quick Win,Yes,Brand informational,Generated (AEO)
citigate pricing,0,0,0.0,0.0,Very Easy,Navigational,Branded,Jacksonville,Yes,Yes,T2,2,Quick Win,Yes,Brand transactional,Generated (AEO)
citigate pet policy,0,0,0.0,0.0,Very Easy,Navigational,Branded,Jacksonville,Yes,Yes,T2,3,Quick Win,Yes,Brand pet policy,Generated (AEO)
citigate amenities,0,0,0.0,0.0,Very Easy,Navigational,Branded,Jacksonville,Yes,Yes,T2,2,Quick Win,Yes,Brand amenities,Generated (AEO)
is citigate pet friendly,0,0,0.0,0.0,Very Easy,Navigational,Branded,Jacksonville,Yes,Yes,T2,4,Quick Win,Yes,Brand question,Generated (AEO)
does citigate have a pool with movies,0,0,0.0,0.0,Very Easy,Navigational,Branded,Jacksonville,Yes,Yes,T2,7,Quick Win,Yes,Dive-in theater question,Generated (AEO)
how much is rent at citigate jacksonville,0,0,0.0,0.0,Very Easy,Navigational,Branded,Jacksonville,Yes,Yes,T2,7,Quick Win,Yes,Brand pricing question,Generated (AEO)
citigate vs southside commons,0,0,0.0,0.0,Very Easy,Navigational,Branded,Jacksonville,Yes,Yes,T2,4,Gap,Yes,Brand vs competitor,Generated (AEO)
citigate vs avere southside quarter,0,0,0.0,0.0,Very Easy,Navigational,Branded,Jacksonville,Yes,Yes,T2,5,Gap,Yes,Brand vs competitor,Generated (AEO)
citigate vs terraces at town center,0,0,0.0,0.0,Very Easy,Navigational,Branded,Jacksonville,Yes,Yes,T2,6,Gap,Yes,Brand vs competitor,Generated (AEO)
citigate vs aventon highgrove,0,0,0.0,0.0,Very Easy,Navigational,Branded,Jacksonville,Yes,Yes,T2,4,Gap,Yes,Brand vs competitor,Generated (AEO)
what renters should know about citigate jacksonville,0,0,0.0,0.0,Very Easy,Informational,Branded,Jacksonville,Yes,Yes,T2,7,Informational,Yes,AEO article target,Generated (AEO)
living at citigate jacksonville pros and cons,0,0,0.0,0.0,Very Easy,Informational,Branded,Jacksonville,Yes,Yes,T2,7,Informational,Yes,AEO article target,Generated (AEO)
citigate jacksonville honest review,0,0,0.0,0.0,Very Easy,Informational,Branded,Jacksonville,Yes,Yes,T2,4,Informational,Yes,AEO article target,Generated (AEO)
best apartments gate parkway jacksonville,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Corridor best-of,Generated (AEO)
best apartments southside jacksonville fl,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Submarket best-of,Generated (AEO)
apartments jacksonville near beaches jtb,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Beach commute keyword,Generated (AEO)
