Keyword,Volume,KD,CPC,Opportunity Score,Difficulty,Intent,Primary Category,Cities,Long-Tail,Live Market,Tier,Word Count,Content Tier,Relevant,Relevance Note,Data Source
village green apartments raleigh nc,210,30,1.45,147.0,Easy,Commercial,City + Apartments,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
traemoor village raleigh nc,170,16,0.38,142.8,Easy,Commercial,General / Other,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
the villages at sunnybrook,170,18,2.18,139.4,Easy,Commercial,General / Other,Raleigh,Yes,Yes,T2,4,Long Tail,No,No local relevance,Semrush
village at raleigh beach,170,27,1.71,124.1,Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,4,Quick Win,Yes,Own brand,Semrush
village green apartments raleigh north carolina,170,29,1.45,120.7,Easy,Commercial,City + Apartments,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
village of pickwick raleigh nc,140,16,0.86,117.6,Easy,Commercial,General / Other,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
summit apartments raleigh,140,18,1.02,114.8,Easy,Commercial,City + Apartments,Raleigh,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
village district apartments,140,27,2.97,102.2,Easy,Navigational,Competitor (Village District comps),Raleigh,No,Yes,T2,3,Gap,Yes,Top competitor - comparison/gap,Semrush
apartments near wakemed raleigh,110,12,2.69,96.8,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
apartments near downtown raleigh nc,170,51,2.72,83.3,Hard,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
apartments near wake tech,90,15,2.57,76.5,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
raleigh beach apartments,90,24,2.78,68.4,Easy,Navigational,Branded,Raleigh,No,Yes,T2,3,Quick Win,Yes,Own brand,Semrush
villages at raleigh beach reviews,70,16,1.73,58.8,Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,5,Quick Win,Yes,Own brand,Semrush
apartments near shaw university,50,10,2.08,45.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
brand new apartments raleigh nc,70,55,2.66,31.5,Hard,Commercial,Property / Renter Type,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
apartments near knightdale,20,0,2.06,20.0,Very Easy,Transactional,Near Landmark,Raleigh,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
average rent raleigh nc,20,0,0.74,20.0,Very Easy,Commercial,Price / Budget,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
is east raleigh safe,20,0,0,20.0,Very Easy,Informational,Renter Education,Raleigh,Yes,Yes,T2,4,Informational,Yes,Local intent,Semrush
raleigh beach road apartments,10,0,0,10.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,4,Quick Win,Yes,Own brand,Semrush
1 bedroom apartments east raleigh,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
1 bedroom apartments for rent raleigh,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
1 bedroom apartments near downtown raleigh,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
1 bedroom apartments near knightdale,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
1 bedroom apartments near neuse river trail,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
1 bedroom apartments near new bern avenue,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
1 bedroom apartments near wakemed,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
1 bedroom apartments new bern avenue,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
1 bedroom apartments raleigh beach road,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
1 bedroom apartments raleigh under 1500,0,0,0.0,0.0,Very Easy,Commercial,Address / Navigational,Raleigh,Yes,Yes,T2,6,Long Tail,No,No article intent,Generated (AEO)
1 bedroom pet friendly apartments raleigh,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
2 bedroom apartments east raleigh,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
2 bedroom apartments for rent raleigh,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
2 bedroom apartments near downtown raleigh,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
2 bedroom apartments near neuse river trail,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
2 bedroom apartments near wakemed,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
2 bedroom apartments new bern avenue,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
2 bedroom apartments raleigh beach road,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
2 bedroom apartments raleigh under 1500,0,0,0.0,0.0,Very Easy,Commercial,Address / Navigational,Raleigh,Yes,Yes,T2,6,Long Tail,No,No article intent,Generated (AEO)
2 bedroom pet friendly apartments raleigh,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
3 bedroom apartments for rent raleigh,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
3 bedroom apartments near downtown raleigh,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
3 bedroom apartments near neuse river trail,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
3 bedroom apartments near wakemed,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
3 bedroom apartments raleigh under 1500,0,0,0.0,0.0,Very Easy,Commercial,Address / Navigational,Raleigh,Yes,Yes,T2,6,Long Tail,No,No article intent,Generated (AEO)
3 bedroom pet friendly apartments raleigh,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
616 at the village pricing,0,0,0.0,0.0,Very Easy,Navigational,Competitor (616 at the Village),Raleigh,Yes,Yes,T2,5,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
616 at the village reviews,0,0,0.0,0.0,Very Easy,Navigational,Competitor (616 at the Village),Raleigh,Yes,Yes,T2,5,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
616 at the village vs nearby apartments,0,0,0.0,0.0,Very Easy,Navigational,Competitor (616 at the Village),Raleigh,Yes,Yes,T2,7,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
all in cost of renting in raleigh,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartment application fees raleigh,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartment vs townhome renting,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments for commuters raleigh,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments for graduate students raleigh,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments for pet owners raleigh,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments for remote workers raleigh,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments for travel nurses raleigh,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments for young professionals raleigh,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments in east raleigh,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments in new bern avenue,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments in raleigh beach road,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments near neuse river trail,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments near new bern avenue,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments near wakemed,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,No,Yes,T2,3,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments raleigh under 1200,0,0,0.0,0.0,Very Easy,Commercial,Address / Navigational,Raleigh,Yes,Yes,T2,4,Long Tail,No,No article intent,Generated (AEO)
apartments raleigh under 1500,0,0,0.0,0.0,Very Easy,Commercial,Address / Navigational,Raleigh,Yes,Yes,T2,4,Long Tail,No,No article intent,Generated (AEO)
apartments raleigh under 2000,0,0,0.0,0.0,Very Easy,Commercial,Address / Navigational,Raleigh,Yes,Yes,T2,4,Long Tail,No,No article intent,Generated (AEO)
apartments that allow large dogs raleigh,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with brand new apartments east raleigh,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with brand new apartments new bern avenue,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Raleigh,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with brand new apartments raleigh,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with dog park east raleigh,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with dog park new bern avenue,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with dog park raleigh,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with heated indoor pool east raleigh,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with heated indoor pool new bern avenue,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with heated indoor pool raleigh,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with move in specials raleigh,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with playground east raleigh,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with playground new bern avenue,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with playground raleigh,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with resort style amenities east raleigh,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with resort style amenities new bern avenue,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Raleigh,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with resort style amenities raleigh,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with same day approval raleigh,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with theater room east raleigh,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with theater room new bern avenue,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with theater room raleigh,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with virtual reality room east raleigh,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with virtual reality room new bern avenue,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with virtual reality room raleigh,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments within walking distance of downtown raleigh,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments within walking distance of knightdale,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments within walking distance of neuse river trail,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments within walking distance of new bern avenue,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments within walking distance of wakemed,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
average rent east raleigh,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
average rent new bern avenue,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
average rent raleigh beach road,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
berkshire village district pricing,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Berkshire Village District),Raleigh,Yes,Yes,T2,4,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
berkshire village district reviews,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Berkshire Village District),Raleigh,Yes,Yes,T2,4,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
berkshire village district vs nearby apartments,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Berkshire Village District),Raleigh,Yes,Yes,T2,6,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in raleigh for commuters,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in raleigh for graduate students,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in raleigh for pet owners,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in raleigh for remote workers,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in raleigh for travel nurses,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in raleigh for young professionals,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
