Keyword,Volume,KD,CPC,Opportunity Score,Difficulty,Intent,Primary Category,Cities,Long-Tail,Live Market,Tier,Word Count,Content Tier,Relevant,Relevance Note,Data Source
northern beaches apartments,720,10,0.71,648.0,Very Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T1,3,Long Tail,Yes,Local intent,Semrush
peppertree lane apartments jacksonville,720,12,0.66,633.6,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T1,4,Long Tail,Yes,Local intent,Semrush
2 bedroom apartments jacksonville fl,720,13,4.04,626.4,Very Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T1,5,Long Tail,Yes,Local intent,Semrush
lux at sorrel,880,29,0.92,624.8,Easy,Navigational,Branded,Jacksonville,No,Yes,T1,3,Quick Win,Yes,Own brand,Semrush
citra luxury apartments,880,30,0.91,616.0,Easy,Commercial,Luxury,Jacksonville,No,Yes,T1,3,Long Tail,Localize,National term - use city variant or FAQ,Semrush
1 bedroom apartments jacksonville fl,880,31,3.2,607.2,Medium,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T1,5,Long Tail,Yes,Local intent,Semrush
3 bedroom apartments jacksonville fl,720,16,3.31,604.8,Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T1,5,Long Tail,Yes,Local intent,Semrush
bluffside mirage apartments,720,16,0.0,604.8,Easy,Navigational,Competitor (Mirage on Kernan),Jacksonville,No,Yes,T1,3,Gap,Yes,Top competitor - comparison/gap,Semrush
thrive luxury apartments,880,32,0.75,598.4,Medium,Commercial,Luxury,Jacksonville,No,Yes,T1,3,Long Tail,Localize,National term - use city variant or FAQ,Semrush
how much are utilities in an apartment,720,18,3.66,590.4,Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T1,7,Long Tail,No,Wrong market/submarket,Semrush
lofts at san marco east,720,20,0.69,576.0,Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T1,5,Long Tail,No,Wrong market/submarket,Semrush
apartments in jacksonville fl downtown,880,36,2.4,563.2,Medium,Commercial,City + Apartments,Jacksonville,Yes,Yes,T1,5,Long Tail,Yes,Local intent,Semrush
best apartments in jacksonville fl,1000,44,2.64,560.0,Medium,Commercial,Luxury,Jacksonville,Yes,Yes,T1,5,Long Tail,Yes,Local intent,Semrush
ciel luxury apartments,720,23,0.71,554.4,Easy,Navigational,Competitor (Ciel Jax),Jacksonville,No,Yes,T1,3,Gap,Yes,Top competitor - comparison/gap,Semrush
summer key condominiums,720,23,0.22,554.4,Easy,Commercial,Property / Renter Type,Jacksonville,No,Yes,T1,3,Long Tail,Localize,National term - use city variant or FAQ,Semrush
jacksonville fl apartments for rent,1300,58,1.45,546.0,Hard,Commercial,City + Apartments,Jacksonville,Yes,Yes,T1,5,Long Tail,Yes,Local intent,Semrush
momentum blanding,720,25,1.2,540.0,Easy,Commercial,Out of Market,Jacksonville,No,Yes,T1,2,Long Tail,No,Wrong market/submarket,Semrush
integra 289 exchange,720,26,0.69,532.8,Easy,Commercial,General / Other,Jacksonville,No,Yes,T1,3,Long Tail,No,No local relevance,Semrush
the sagefield,720,27,1.06,525.6,Easy,Commercial,General / Other,Jacksonville,No,Yes,T1,2,Long Tail,No,No local relevance,Semrush
the strand jacksonville,720,28,1.65,518.4,Easy,Commercial,General / Other,Jacksonville,No,Yes,T1,3,Long Tail,Yes,Local intent,Semrush
satori town center,720,29,1.33,511.2,Easy,Commercial,General / Other,Jacksonville,No,Yes,T1,3,Long Tail,Yes,Local intent,Semrush
the oasis at town center,720,30,0.69,504.0,Easy,Informational,Renter Education,Jacksonville,Yes,Yes,T1,5,Informational,Yes,Local intent,Semrush
olea etown,720,31,5.15,496.8,Medium,Commercial,General / Other,Jacksonville,No,Yes,T1,2,Long Tail,No,No local relevance,Semrush
satori town center apartments,720,31,1.28,496.8,Medium,Commercial,City + Apartments,Jacksonville,Yes,Yes,T1,4,Long Tail,Yes,Local intent,Semrush
jacksonville apartments with parking,590,17,0.0,489.7,Easy,Commercial,Amenity,Jacksonville,Yes,Yes,T1,4,Long Tail,Yes,Local intent,Semrush
club at danforth,720,32,0.83,489.6,Medium,Commercial,General / Other,Jacksonville,No,Yes,T1,3,Long Tail,No,No local relevance,Semrush
cheap apartments jacksonville fl,720,33,1.01,482.4,Medium,Commercial,Price / Budget,Jacksonville,Yes,Yes,T1,4,Long Tail,Yes,Local intent,Semrush
1 bedroom apartment in south side jacksonville,590,19,0.0,477.9,Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T1,7,Long Tail,Yes,Local intent,Semrush
jacksonville luxury apartments,720,34,2.76,475.2,Medium,Commercial,Luxury,Jacksonville,No,Yes,T1,3,Long Tail,Yes,Local intent,Semrush
luxury apartments jacksonville,590,20,2.65,472.0,Easy,Commercial,Luxury,Jacksonville,No,Yes,T1,3,Long Tail,Yes,Local intent,Semrush
upscale apartments near me,590,21,2.07,466.1,Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T1,4,Long Tail,No,No local relevance,Semrush
kernan boulevard south,590,23,0.0,454.3,Easy,Commercial,General / Other,Jacksonville,No,Yes,T1,3,Long Tail,Yes,Local intent,Semrush
paradise island apts,720,38,0.85,446.4,Medium,Commercial,City + Apartments,Jacksonville,No,Yes,T1,3,Long Tail,No,No local relevance,Semrush
new apartments in jacksonville fl,590,25,2.24,442.5,Easy,Commercial,Property / Renter Type,Jacksonville,Yes,Yes,T1,5,Long Tail,Yes,Local intent,Semrush
strand jacksonville fl,590,25,1.65,442.5,Easy,Commercial,General / Other,Jacksonville,No,Yes,T1,3,Long Tail,Yes,Local intent,Semrush
the loree apartments in jacksonville,590,25,1.04,442.5,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T1,5,Long Tail,Yes,Local intent,Semrush
hilltop village apartments jacksonville fl,480,9,1.34,436.8,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
club at danforth jacksonville,590,26,0.83,436.6,Easy,Commercial,General / Other,Jacksonville,Yes,Yes,T1,4,Long Tail,Yes,Local intent,Semrush
jacksonville apartments with laundry,590,26,0.0,436.6,Easy,Commercial,Amenity,Jacksonville,Yes,Yes,T1,4,Long Tail,Yes,Local intent,Semrush
soleil blu luxury apartments,590,26,0.46,436.6,Easy,Commercial,Luxury,Jacksonville,Yes,Yes,T1,4,Long Tail,Localize,National term - use city variant or FAQ,Semrush
jax beach apartments,590,27,1.8,430.7,Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T1,3,Long Tail,Yes,Local intent,Semrush
25 mirage,480,11,2.21,427.2,Very Easy,Navigational,Competitor (Mirage on Kernan),Jacksonville,No,Yes,T2,2,Gap,Yes,Top competitor - comparison/gap,Semrush
the loree apartments jacksonville,590,28,1.18,424.8,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T1,4,Long Tail,Yes,Local intent,Semrush
floor to ceiling window apartments,480,12,1.54,422.4,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,No,No local relevance,Semrush
apartments near kernan boulevard south jacksonville fl,590,29,0.0,418.9,Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T1,7,Long Tail,Yes,Local intent,Semrush
cielo view,590,29,0.44,418.9,Easy,Navigational,Competitor (Ciel Jax),Jacksonville,No,Yes,T1,2,Gap,Yes,Top competitor - comparison/gap,Semrush
apartments near wolfson childrens hospital jacksonville fl,480,13,0.0,417.6,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Local intent,Semrush
leigh meadows apartments,590,30,0.73,413.0,Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T1,3,Long Tail,No,No local relevance,Semrush
north beach on kernan jacksonville florida,590,30,0.91,413.0,Easy,Navigational,Competitor (North Beach on Kernan),Jacksonville,Yes,Yes,T1,6,Gap,Yes,Top competitor - comparison/gap,Semrush
drift at the forum,590,31,1.08,407.1,Medium,Navigational,Competitor (Drift at Town Center East),Jacksonville,Yes,Yes,T1,4,Gap,Yes,Top competitor - comparison/gap,Semrush
the julington,590,33,1.37,395.3,Medium,Commercial,Out of Market,Jacksonville,No,Yes,T1,2,Long Tail,No,Wrong market/submarket,Semrush
arelia james island jacksonville,590,34,0.88,389.4,Medium,Commercial,General / Other,Jacksonville,Yes,Yes,T1,4,Long Tail,Yes,Local intent,Semrush
mirage apt,480,20,0.67,384.0,Easy,Navigational,Competitor (Mirage on Kernan),Jacksonville,No,Yes,T2,2,Gap,Yes,Top competitor - comparison/gap,Semrush
colonnade at regency,480,22,1.15,374.4,Easy,Commercial,General / Other,Jacksonville,No,Yes,T2,3,Long Tail,No,No local relevance,Semrush
cyan apartments,480,23,1.06,369.6,Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T2,2,Long Tail,No,No local relevance,Semrush
camri green apts jax fl,480,25,0.82,360.0,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
springs at flagler center apartments,480,25,0.87,360.0,Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,5,Long Tail,No,Wrong market/submarket,Semrush
paradise island apartments jacksonville fl,480,26,0.99,355.2,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
arium seaglass,480,27,1.29,350.4,Easy,Commercial,General / Other,Jacksonville,No,Yes,T2,2,Long Tail,No,No local relevance,Semrush
camri green apartments jacksonville florida,480,27,0.82,350.4,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
kernan blvd s,480,27,0.0,350.4,Easy,Commercial,General / Other,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
mirage at southpoint,480,27,0.95,350.4,Easy,Commercial,Out of Market,Jacksonville,No,Yes,T2,3,Long Tail,No,Wrong market/submarket,Semrush
north beach fl,590,41,0.94,348.1,Medium,Navigational,Competitor (North Beach on Kernan),Jacksonville,No,Yes,T1,3,Gap,Yes,Top competitor - comparison/gap,Semrush
apartment with a den,390,11,1.62,347.1,Very Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,4,Long Tail,Localize,National term - use city variant or FAQ,Semrush
north beach at kernan,480,28,0.86,345.6,Easy,Navigational,Competitor (North Beach on Kernan),Jacksonville,Yes,Yes,T2,4,Gap,Yes,Top competitor - comparison/gap,Semrush
the club at danforth,480,28,0.83,345.6,Easy,Commercial,General / Other,Jacksonville,Yes,Yes,T2,4,Long Tail,No,No local relevance,Semrush
1 bedroom apartment in jacksonville fl,480,29,2.8,340.8,Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
beach bluff apartments,480,29,0.67,340.8,Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
jacksonville beach apartments,590,43,1.8,336.3,Medium,Commercial,City + Apartments,Jacksonville,No,Yes,T1,3,Long Tail,Yes,Local intent,Semrush
jax apts,480,30,1.43,336.0,Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T2,2,Long Tail,Yes,Local intent,Semrush
hilltop apartments jacksonville fl,390,14,1.34,335.4,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
the jack on beach,390,14,0.56,335.4,Very Easy,Commercial,General / Other,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
apartments near unf,480,31,2.19,331.2,Medium,Transactional,Near Landmark,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
ciel apartments,480,31,0.76,331.2,Medium,Navigational,Competitor (Ciel Jax),Jacksonville,No,Yes,T2,2,Gap,Yes,Top competitor - comparison/gap,Semrush
11 east forsyth apartments,480,33,0.67,321.6,Medium,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,No,No local relevance,Semrush
the view at mandarin,390,18,1.09,319.8,Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,4,Long Tail,No,Wrong market/submarket,Semrush
1 bedroom apartment in northside jacksonville,390,19,0.0,315.9,Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,6,Long Tail,No,Wrong market/submarket,Semrush
apartments near baptist medical center beaches jacksonville beach fl,390,19,0.0,315.9,Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,9,Long Tail,Yes,Local intent,Semrush
apartments near hemming plaza station jta jacksonville fl,390,19,0.0,315.9,Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,8,Long Tail,Yes,Local intent,Semrush
cue luxury living apartments,390,19,1.21,315.9,Easy,Commercial,Luxury,Jacksonville,Yes,Yes,T2,4,Long Tail,Localize,National term - use city variant or FAQ,Semrush
two bedroom apartments jacksonville fl,390,21,3.77,308.1,Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
wynnfield lakes,480,36,0.96,307.2,Medium,Commercial,General / Other,Jacksonville,No,Yes,T2,2,Long Tail,No,No local relevance,Semrush
apartments for rent in jacksonville florida,590,48,1.43,306.8,Hard,Commercial,City + Apartments,Jacksonville,Yes,Yes,T1,6,Long Tail,Yes,Local intent,Semrush
north beach apartments for rent,390,22,0.55,304.2,Easy,Navigational,Competitor (North Beach on Kernan),Jacksonville,Yes,Yes,T2,5,Gap,Yes,Top competitor - comparison/gap,Semrush
apartments with golf simulator,320,5,1.66,304.0,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,No,No local relevance,Semrush
apartment for rent jacksonville fl,590,50,1.45,295.0,Hard,Commercial,City + Apartments,Jacksonville,Yes,Yes,T1,5,Long Tail,Yes,Local intent,Semrush
1 bedroom with den apartments,320,8,1.83,294.4,Very Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,5,Long Tail,Localize,National term - use city variant or FAQ,Semrush
camri green apartments jacksonville,390,25,0.82,292.5,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
luxury one bedroom apartment,390,25,1.67,292.5,Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,4,Long Tail,Localize,National term - use city variant or FAQ,Semrush
the view at mandarin apartments,390,25,0.68,292.5,Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,5,Long Tail,No,Wrong market/submarket,Semrush
north beach on kernan jacksonville,390,27,0.86,284.7,Easy,Navigational,Competitor (North Beach on Kernan),Jacksonville,Yes,Yes,T2,5,Gap,Yes,Top competitor - comparison/gap,Semrush
rise at glen kernan park,390,27,2.3,284.7,Easy,Commercial,General / Other,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
the cecil apartments,390,27,1.02,284.7,Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T2,3,Long Tail,No,No local relevance,Semrush
camri green apartments,390,28,1.3,280.8,Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T2,3,Long Tail,No,No local relevance,Semrush
momentum blanding apartments,390,28,0.96,280.8,Easy,Commercial,Out of Market,Jacksonville,No,Yes,T2,3,Long Tail,No,Wrong market/submarket,Semrush
skyler apartments,390,28,0.91,280.8,Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T2,2,Long Tail,No,No local relevance,Semrush
themirage,480,43,0.72,273.6,Medium,Navigational,Competitor (Mirage on Kernan),Jacksonville,No,Yes,T2,1,Gap,Yes,Top competitor - comparison/gap,Semrush
mirador stovall at river city,320,18,1.19,262.4,Easy,Commercial,General / Other,Jacksonville,Yes,Yes,T2,5,Long Tail,No,No local relevance,Semrush
apartments close to unf jacksonville,390,33,2.19,261.3,Medium,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
greater arlington jacksonville apartments,320,19,2.65,259.2,Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,4,Long Tail,No,Wrong market/submarket,Semrush
apartments for rent in greater arlington jacksonville,320,20,0.0,256.0,Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,7,Long Tail,No,Wrong market/submarket,Semrush
cedar creek villas,320,20,0.63,256.0,Easy,Commercial,General / Other,Jacksonville,No,Yes,T2,3,Long Tail,No,No local relevance,Semrush
colonnade at regency jacksonville,320,20,1.15,256.0,Easy,Commercial,General / Other,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
apartments near acorn park drive north jacksonville fl,320,21,0.0,252.8,Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,8,Long Tail,Yes,Local intent,Semrush
camri green jacksonville,320,21,0.82,252.8,Easy,Commercial,General / Other,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
drift at town center east apartments,320,22,0.81,249.6,Easy,Navigational,Competitor (Drift at Town Center East),Jacksonville,Yes,Yes,T2,6,Gap,Yes,Top competitor - comparison/gap,Semrush
huge 1 bedroom apartments,320,22,1.37,249.6,Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,4,Long Tail,Localize,National term - use city variant or FAQ,Semrush
lakeside apartments jacksonville fl,320,22,7.26,249.6,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
lost lakes apartments jacksonville fl,320,24,0.82,243.2,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
the enclave jacksonville fl,320,25,1.52,240.0,Easy,Commercial,General / Other,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
drift apartments,390,39,0.94,237.9,Medium,Navigational,Competitor (Drift at Town Center East),Jacksonville,No,Yes,T2,2,Gap,Yes,Top competitor - comparison/gap,Semrush
downtown jacksonville beach fl apartments,320,26,2.4,236.8,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
apartments for rent jacksonville beach fl,390,40,1.62,234.0,Medium,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
11e apartments jacksonville florida,320,27,0.68,233.6,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
arelia james island jacksonville fl,320,27,1.0,233.6,Easy,Commercial,General / Other,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
beach bluff apartments jacksonville,320,27,0.66,233.6,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
camri green apartments jacksonville fl,320,27,0.82,233.6,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
luxury apartments in jacksonville,320,27,2.76,233.6,Easy,Commercial,Luxury,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
oasis at san marco,320,27,1.21,233.6,Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,4,Long Tail,No,Wrong market/submarket,Semrush
silversmith creek apts,320,27,1.11,233.6,Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T2,3,Long Tail,No,No local relevance,Semrush
apartments in jacksonville fl monument rd,260,11,2.0,231.4,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
apartments jax beach fl,320,28,1.88,230.4,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
apartments near university of north florida,320,28,2.19,230.4,Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,6,Long Tail,No,No local relevance,Semrush
cordelia apartments,260,12,0.74,228.8,Very Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T2,2,Long Tail,No,No local relevance,Semrush
apts for rent in jacksonville beach fl,320,29,1.62,227.2,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Local intent,Semrush
cape house apartments jacksonville,320,29,1.43,227.2,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
carlyle at bartram,320,29,0.83,227.2,Easy,Commercial,General / Other,Jacksonville,No,Yes,T2,3,Long Tail,No,No local relevance,Semrush
apartments for rent in south side jacksonville,320,30,0.0,224.0,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Local intent,Semrush
jacksonville beach fl apartments,320,30,1.88,224.0,Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
calloway cove apartments,260,15,2.03,221.0,Very Easy,Commercial,City + Apartments,Jacksonville,No,Yes,T2,3,Long Tail,No,No local relevance,Semrush
jacksonville apartments with gym,260,15,0.0,221.0,Very Easy,Commercial,Amenity,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
mirador & stovall at river city apartments jacksonville fl,260,15,1.04,221.0,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,9,Long Tail,Yes,Local intent,Semrush
11 east forsyth,320,31,0.68,220.8,Medium,Commercial,General / Other,Jacksonville,No,Yes,T2,3,Long Tail,No,No local relevance,Semrush
lofts at lavilla jacksonville fl,320,31,0.7,220.8,Medium,Commercial,Property / Renter Type,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
mirage bay apartments,320,31,0.71,220.8,Medium,Navigational,Competitor (Mirage on Kernan),Jacksonville,No,Yes,T2,3,Gap,Yes,Top competitor - comparison/gap,Semrush
